visitor_id,visit_date,group,device,traffic_channel,session_minutes,pages_viewed,converted,revenue_usd
VIS-00749,2026-05-18,A,Desktop,Social,5.81,3,0,0.0
VIS-00750,2026-05-02,A,Desktop,Social,5.24,4,0,0.0
VIS-00751,2026-05-28,A,Mobile,Email,2.96,3,0,0.0
VIS-00752,2026-05-20,A,Desktop,Paid Search,2.95,2,0,0.0
VIS-00753,2026-05-12,A,Desktop,Organic,4.32,7,0,0.0
VIS-00754,2026-05-13,A,Desktop,Paid Search,3.73,1,0,0.0
VIS-00755,2026-05-14,A,Desktop,Organic,5.92,2,0,0.0
VIS-00756,2026-05-08,A,Desktop,Organic,1.84,2,0,0.0
VIS-00757,2026-05-16,A,Desktop,Paid Search,1.73,4,0,0.0
VIS-00758,2026-05-20,A,Tablet,Social,3.02,3,0,0.0
VIS-00759,2026-05-25,A,Mobile,Paid Search,2.37,5,0,0.0
VIS-00760,2026-05-23,A,Mobile,Paid Search,3.96,3,0,0.0
VIS-00761,2026-05-21,A,Desktop,Organic,3.96,2,0,0.0
VIS-00762,2026-05-24,A,Desktop,Organic,1.08,3,0,0.0
VIS-00763,2026-05-13,A,Mobile,Email,2.74,2,0,0.0
VIS-00764,2026-05-07,A,Mobile,Social,2.92,3,0,0.0
VIS-00765,2026-05-08,A,Tablet,Organic,3.4,8,0,0.0
VIS-00766,2026-05-06,A,Mobile,Paid Search,3.72,8,1,61.63
VIS-00767,2026-05-11,A,Tablet,Organic,3.67,4,0,0.0
VIS-00768,2026-05-06,A,Mobile,Organic,1.51,7,0,0.0
VIS-00769,2026-05-22,A,Desktop,Organic,3.95,4,0,0.0
VIS-00770,2026-05-07,A,Desktop,Organic,1.1,7,0,0.0
VIS-00771,2026-05-16,A,Tablet,Social,3.36,3,0,0.0
VIS-00772,2026-05-07,A,Desktop,Paid Search,3.22,5,0,0.0
VIS-00773,2026-05-30,A,Desktop,Organic,4.4,1,1,62.4
VIS-00774,2026-05-16,A,Desktop,Email,1.68,6,0,0.0
VIS-00775,2026-05-14,A,Mobile,Social,14.09,3,0,0.0
VIS-00776,2026-05-10,A,Mobile,Paid Search,3.83,7,0,0.0
VIS-00777,2026-05-03,A,Mobile,Organic,1.54,4,0,0.0
VIS-00778,2026-05-19,A,Mobile,Paid Search,6.31,4,0,0.0
VIS-00779,2026-05-04,A,Mobile,Email,3.07,5,0,0.0
VIS-00780,2026-05-30,A,Mobile,Email,5.41,7,0,0.0
VIS-00781,2026-05-09,A,Tablet,Organic,2.64,1,1,70.11
VIS-00782,2026-05-24,A,Mobile,Organic,5.63,2,0,0.0
VIS-00783,2026-05-05,A,Desktop,Referral,2.8,3,0,0.0
VIS-00784,2026-05-03,A,Mobile,Organic,16.7,8,1,58.68
VIS-00785,2026-05-03,A,Mobile,Paid Search,4.31,4,0,0.0
VIS-00786,2026-05-29,A,Desktop,Social,1.43,1,0,0.0
VIS-00787,2026-05-10,A,Mobile,Social,3.34,5,0,0.0
VIS-00788,2026-05-12,A,Desktop,Organic,7.86,3,0,0.0
VIS-00789,2026-05-10,A,Mobile,Social,2.65,5,1,36.77
VIS-00790,2026-05-06,A,Mobile,Paid Search,8.72,7,0,0.0
VIS-00791,2026-05-06,A,Desktop,Paid Search,6.46,2,0,0.0
VIS-00792,2026-05-08,A,Desktop,Social,5.09,4,0,0.0
VIS-00793,2026-05-22,A,Mobile,Paid Search,9.2,5,0,0.0
VIS-00794,2026-05-02,A,Tablet,Organic,4.89,3,0,0.0
VIS-00795,2026-05-28,A,Tablet,Organic,8.0,9,1,58.68
VIS-00796,2026-05-09,A,Mobile,Social,4.73,5,0,0.0
VIS-00797,2026-05-26,A,Mobile,Email,4.38,5,1,46.24
VIS-00798,2026-05-15,A,Mobile,Organic,9.96,4,0,0.0
VIS-00799,2026-05-22,A,Desktop,Referral,4.86,2,0,0.0
VIS-00800,2026-05-04,A,Mobile,Referral,2.23,7,0,0.0
VIS-00801,2026-05-18,A,Desktop,Organic,0.43,7,0,0.0
VIS-00802,2026-05-29,A,Tablet,Email,2.47,3,0,0.0
VIS-00803,2026-05-27,A,Tablet,Paid Search,1.7,8,1,79.22
VIS-00804,2026-05-13,A,Tablet,Organic,7.07,1,0,0.0
VIS-00805,2026-05-08,A,Mobile,Organic,0.82,2,0,0.0
VIS-00806,2026-05-17,A,Mobile,Organic,6.29,1,1,50.13
VIS-00807,2026-05-09,A,Mobile,Organic,2.4,1,0,0.0
VIS-00808,2026-05-10,A,Mobile,Paid Search,6.91,1,0,0.0
VIS-00809,2026-05-01,A,Tablet,Organic,6.08,3,1,52.92
VIS-00810,2026-05-28,A,Mobile,Email,0.52,1,0,0.0
VIS-00811,2026-05-03,A,Desktop,Email,13.47,2,0,0.0
VIS-00812,2026-05-26,A,Desktop,Paid Search,2.95,6,0,0.0
VIS-00813,2026-05-23,A,Mobile,Organic,3.83,5,0,0.0
VIS-00814,2026-05-15,A,Desktop,Social,7.26,1,0,0.0
VIS-00815,2026-05-11,A,Mobile,Paid Search,14.38,1,0,0.0
VIS-00816,2026-05-01,A,Tablet,Paid Search,2.41,5,0,0.0
VIS-00817,2026-05-17,A,Desktop,Organic,5.17,4,0,0.0
VIS-00818,2026-05-20,A,Mobile,Social,2.85,1,0,0.0
VIS-00819,2026-05-22,A,Mobile,Organic,7.62,5,0,0.0
VIS-00820,2026-05-11,A,Mobile,Email,10.11,3,0,0.0
VIS-00821,2026-05-04,A,Desktop,Paid Search,2.17,3,0,0.0
VIS-00822,2026-05-05,A,Mobile,Social,1.47,4,1,66.0
VIS-00823,2026-05-27,A,Desktop,Social,4.16,3,0,0.0
VIS-00824,2026-05-14,A,Desktop,Paid Search,3.37,3,0,0.0
VIS-00825,2026-05-08,A,Desktop,Paid Search,1.45,2,0,0.0
VIS-00826,2026-05-22,A,Desktop,Organic,5.28,5,0,0.0
VIS-00827,2026-05-05,A,Tablet,Organic,3.06,4,0,0.0
VIS-00828,2026-05-20,A,Desktop,Organic,1.51,3,1,50.1
VIS-00829,2026-05-09,A,Mobile,Organic,2.83,2,0,0.0
VIS-00830,2026-05-03,A,Mobile,Organic,8.33,5,0,0.0
VIS-00831,2026-05-26,A,Desktop,Referral,7.7,3,0,0.0
VIS-00832,2026-05-28,A,Desktop,Referral,4.29,5,0,0.0
VIS-00833,2026-05-02,A,Mobile,Email,4.12,2,1,65.37
VIS-00834,2026-05-15,A,Desktop,Organic,5.03,1,0,0.0
VIS-00835,2026-05-21,A,Mobile,Social,5.99,6,0,0.0
VIS-00836,2026-05-28,A,Desktop,Organic,7.85,3,0,0.0
VIS-00837,2026-05-21,A,Desktop,Paid Search,5.31,6,0,0.0
VIS-00838,2026-05-13,A,Mobile,Organic,3.97,3,1,64.2
VIS-00839,2026-05-10,A,Tablet,Email,4.58,5,0,0.0
VIS-00840,2026-05-28,A,Desktop,Paid Search,0.89,6,0,0.0
VIS-00841,2026-05-20,A,Mobile,Paid Search,6.65,5,0,0.0
VIS-00842,2026-05-26,A,Desktop,Email,4.81,6,1,73.34
VIS-00843,2026-05-22,A,Desktop,Referral,6.81,4,1,20.55
VIS-00844,2026-05-02,A,Desktop,Paid Search,2.82,3,0,0.0
VIS-00845,2026-05-21,A,Mobile,Organic,14.79,3,0,0.0
VIS-00846,2026-05-27,A,Desktop,Email,1.88,6,0,0.0
VIS-00847,2026-05-30,A,Mobile,Organic,3.19,2,0,0.0
VIS-00848,2026-05-21,A,Tablet,Paid Search,8.37,4,0,0.0
VIS-00849,2026-05-08,A,Mobile,Organic,5.73,6,0,0.0
VIS-00850,2026-05-18,A,Tablet,Organic,2.41,2,0,0.0
VIS-00851,2026-05-06,A,Tablet,Organic,3.77,5,0,0.0
VIS-00852,2026-05-01,A,Desktop,Social,2.07,6,0,0.0
VIS-00853,2026-05-23,A,Mobile,Social,1.18,1,0,0.0
VIS-00854,2026-05-19,A,Tablet,Social,0.4,5,0,0.0
VIS-00855,2026-05-11,A,Desktop,Email,2.37,3,0,0.0
VIS-00856,2026-05-20,A,Tablet,Referral,7.17,5,0,0.0
VIS-00857,2026-05-04,A,Desktop,Paid Search,9.51,7,0,0.0
VIS-00858,2026-05-26,A,Mobile,Social,5.84,4,0,0.0
VIS-00859,2026-05-11,A,Tablet,Paid Search,3.93,6,0,0.0
VIS-00860,2026-05-12,A,Mobile,Paid Search,1.16,2,0,0.0
VIS-00861,2026-05-28,A,Mobile,Social,5.28,2,0,0.0
VIS-00862,2026-05-02,A,Tablet,Email,1.12,4,0,0.0
VIS-00863,2026-05-18,A,Mobile,Paid Search,4.5,3,0,0.0
VIS-00864,2026-05-23,A,Mobile,Organic,5.68,2,0,0.0
VIS-00865,2026-05-15,A,Mobile,Email,3.53,4,0,0.0
VIS-00866,2026-05-12,A,Mobile,Social,3.18,3,0,0.0
VIS-00867,2026-05-22,A,Desktop,Organic,7.79,2,0,0.0
VIS-00868,2026-05-10,A,Mobile,Organic,8.52,5,0,0.0
VIS-00869,2026-05-11,A,Desktop,Referral,9.01,8,0,0.0
VIS-00870,2026-05-21,A,Desktop,Paid Search,5.47,3,0,0.0
VIS-00871,2026-05-25,A,Mobile,Organic,2.55,5,1,47.29
VIS-00872,2026-05-02,A,Tablet,Email,4.05,2,0,0.0
VIS-00873,2026-05-21,A,Desktop,Email,1.82,3,0,0.0
VIS-00874,2026-05-01,A,Mobile,Email,1.94,4,0,0.0
VIS-00875,2026-05-26,A,Desktop,Organic,1.19,7,0,0.0
VIS-00876,2026-05-30,A,Mobile,Organic,4.48,3,0,0.0
VIS-00877,2026-05-24,A,Mobile,Email,5.27,3,0,0.0
VIS-00878,2026-05-27,A,Tablet,Social,1.71,2,0,0.0
VIS-00879,2026-05-23,A,Mobile,Organic,6.03,4,0,0.0
VIS-00880,2026-05-25,A,Desktop,Organic,2.92,4,0,0.0
VIS-00881,2026-05-28,A,Mobile,Organic,7.73,5,0,0.0
VIS-00882,2026-05-15,A,Desktop,Organic,6.94,2,0,0.0
VIS-00883,2026-05-04,A,Desktop,Paid Search,7.42,4,0,0.0
VIS-00884,2026-05-12,A,Mobile,Organic,1.73,5,0,0.0
VIS-00885,2026-05-03,A,Desktop,Organic,4.33,3,0,0.0
VIS-00886,2026-05-06,A,Mobile,Organic,8.16,2,0,0.0
VIS-00887,2026-05-17,A,Mobile,Organic,12.19,5,0,0.0
VIS-00888,2026-05-01,A,Desktop,Paid Search,0.25,4,0,0.0
VIS-00889,2026-05-28,A,Desktop,Organic,3.87,7,0,0.0
VIS-00890,2026-05-24,A,Desktop,Email,5.22,6,1,68.64
VIS-00891,2026-05-19,A,Desktop,Paid Search,3.63,3,0,0.0
VIS-00892,2026-05-08,A,Mobile,Paid Search,5.59,8,0,0.0
VIS-00893,2026-05-04,A,Desktop,Paid Search,3.21,3,0,0.0
VIS-00894,2026-05-23,A,Desktop,Paid Search,10.6,6,0,0.0
VIS-00895,2026-05-07,A,Desktop,Social,1.64,3,0,0.0
VIS-00896,2026-05-02,A,Desktop,Organic,6.49,5,0,0.0
VIS-00897,2026-05-12,A,Desktop,Organic,12.63,2,0,0.0
VIS-00898,2026-05-08,A,Mobile,Email,7.01,4,1,51.45
VIS-00899,2026-05-15,A,Mobile,Organic,8.11,7,0,0.0
VIS-00900,2026-05-13,A,Desktop,Organic,2.77,7,0,0.0
VIS-00901,2026-05-19,A,Mobile,Organic,3.13,2,1,68.15
VIS-00902,2026-05-12,A,Desktop,Paid Search,1.63,4,0,0.0
VIS-00903,2026-05-26,A,Desktop,Social,11.21,8,0,0.0
VIS-00904,2026-05-07,A,Mobile,Referral,2.21,7,0,0.0
VIS-00905,2026-05-24,A,Desktop,Organic,1.45,6,1,41.39
VIS-00906,2026-05-24,A,Mobile,Paid Search,6.1,4,0,0.0
VIS-00907,2026-05-01,A,Desktop,Organic,8.91,4,0,0.0
VIS-00908,2026-05-03,A,Desktop,Paid Search,0.76,6,0,0.0
VIS-00909,2026-05-04,A,Mobile,Paid Search,9.32,5,0,0.0
VIS-00910,2026-05-19,A,Mobile,Email,4.34,6,0,0.0
VIS-00911,2026-05-11,A,Mobile,Social,5.07,11,0,0.0
VIS-00912,2026-05-17,A,Desktop,Referral,2.56,6,0,0.0
VIS-00913,2026-05-04,A,Mobile,Paid Search,7.57,2,0,0.0
VIS-00914,2026-05-16,A,Mobile,Organic,4.8,7,0,0.0
VIS-00915,2026-05-10,A,Mobile,Social,7.95,5,0,0.0
VIS-00916,2026-05-06,A,Mobile,Referral,5.54,3,0,0.0
VIS-00917,2026-05-02,A,Mobile,Organic,2.59,4,0,0.0
VIS-00918,2026-05-20,A,Mobile,Social,6.2,1,0,0.0
VIS-00919,2026-05-20,A,Mobile,Organic,2.78,12,0,0.0
VIS-00920,2026-05-22,A,Desktop,Organic,2.82,7,1,58.56
VIS-00921,2026-05-03,A,Mobile,Organic,3.89,6,0,0.0
VIS-00922,2026-05-18,A,Mobile,Organic,4.58,5,0,0.0
VIS-00923,2026-05-09,A,Desktop,Social,2.02,4,1,58.25
VIS-00924,2026-05-18,A,Mobile,Email,5.45,5,0,0.0
VIS-00925,2026-05-27,A,Desktop,Organic,4.89,3,0,0.0
VIS-00926,2026-05-17,A,Mobile,Paid Search,6.02,2,1,27.7
VIS-00927,2026-05-14,A,Mobile,Email,4.72,7,0,0.0
VIS-00928,2026-05-14,A,Tablet,Organic,8.51,4,0,0.0
VIS-00929,2026-05-16,A,Desktop,Organic,3.76,7,0,0.0
VIS-00930,2026-05-18,A,Desktop,Referral,1.35,3,0,0.0
VIS-00931,2026-05-05,A,Mobile,Referral,1.29,3,0,0.0
VIS-00932,2026-05-16,A,Desktop,Organic,1.73,5,0,0.0
VIS-00933,2026-05-08,A,Desktop,Referral,2.53,3,0,0.0
VIS-00934,2026-05-09,A,Mobile,Email,5.51,4,0,0.0
VIS-00935,2026-05-08,A,Desktop,Paid Search,6.49,3,1,55.64
VIS-00936,2026-05-26,A,Desktop,Paid Search,2.15,1,0,0.0
VIS-00937,2026-05-14,A,Tablet,Email,4.51,3,0,0.0
VIS-00938,2026-05-11,A,Desktop,Organic,2.25,4,0,0.0
VIS-00939,2026-05-08,A,Desktop,Social,12.0,4,1,51.93
VIS-00940,2026-05-04,A,Tablet,Email,2.83,5,0,0.0
VIS-00941,2026-05-16,A,Mobile,Organic,3.19,2,0,0.0
VIS-00942,2026-05-19,A,Desktop,Social,1.96,3,0,0.0
VIS-00943,2026-05-08,A,Desktop,Organic,6.2,5,0,0.0
VIS-00944,2026-05-26,A,Mobile,Paid Search,1.51,6,1,50.96
VIS-00945,2026-05-19,A,Mobile,Social,6.42,7,0,0.0
VIS-00946,2026-05-04,A,Mobile,Email,5.37,1,0,0.0
VIS-00947,2026-05-04,A,Desktop,Paid Search,0.96,3,0,0.0
VIS-00948,2026-05-01,A,Mobile,Organic,4.68,2,0,0.0
VIS-00949,2026-05-29,A,Desktop,Email,8.87,4,0,0.0
VIS-00950,2026-05-10,A,Mobile,Organic,11.48,3,0,0.0
VIS-00951,2026-05-29,A,Desktop,Paid Search,6.51,6,0,0.0
VIS-00952,2026-05-09,A,Mobile,Social,7.89,4,0,0.0
VIS-00953,2026-05-09,A,Mobile,Organic,2.61,7,0,0.0
VIS-00954,2026-05-05,A,Desktop,Organic,6.19,4,0,0.0
VIS-00955,2026-05-04,A,Mobile,Organic,4.95,1,0,0.0
VIS-00956,2026-05-09,A,Desktop,Paid Search,3.76,4,0,0.0
VIS-00957,2026-05-20,A,Mobile,Paid Search,10.26,2,1,71.54
VIS-00958,2026-05-13,A,Mobile,Email,3.02,5,1,48.28
VIS-00959,2026-05-06,A,Desktop,Social,6.58,1,0,0.0
VIS-00960,2026-05-07,A,Desktop,Paid Search,3.11,4,0,0.0
VIS-00961,2026-05-06,A,Desktop,Social,1.65,8,0,0.0
VIS-00962,2026-05-16,A,Mobile,Referral,2.26,4,0,0.0
VIS-00963,2026-05-27,A,Desktop,Email,3.93,5,0,0.0
VIS-00964,2026-05-13,A,Mobile,Paid Search,1.79,2,0,0.0
VIS-00965,2026-05-05,A,Desktop,Organic,7.64,7,0,0.0
VIS-00966,2026-05-12,A,Desktop,Email,2.6,2,0,0.0
VIS-00967,2026-05-04,A,Desktop,Social,6.12,7,0,0.0
VIS-00968,2026-05-04,A,Tablet,Social,4.76,3,0,0.0
VIS-00969,2026-05-02,A,Desktop,Organic,8.96,5,0,0.0
VIS-00970,2026-05-23,A,Desktop,Organic,3.59,4,0,0.0
VIS-00971,2026-05-12,A,Mobile,Email,5.31,4,0,0.0
VIS-00972,2026-05-19,A,Desktop,Organic,3.19,6,0,0.0
VIS-00973,2026-05-04,A,Desktop,Organic,3.07,6,0,0.0
VIS-00974,2026-05-17,A,Desktop,Social,3.24,5,0,0.0
VIS-00975,2026-05-15,A,Tablet,Social,18.77,5,0,0.0
VIS-00976,2026-05-10,A,Desktop,Social,7.37,4,0,0.0
VIS-00977,2026-05-04,A,Desktop,Social,1.69,3,0,0.0
VIS-00978,2026-05-30,A,Desktop,Email,5.44,5,1,51.17
VIS-00979,2026-05-20,A,Mobile,Paid Search,3.37,5,0,0.0
VIS-00980,2026-05-22,A,Desktop,Organic,1.2,3,0,0.0
VIS-00981,2026-05-29,A,Mobile,Referral,3.56,1,0,0.0
VIS-00982,2026-05-25,A,Tablet,Organic,1.2,5,0,0.0
VIS-00983,2026-05-21,A,Desktop,Paid Search,6.56,3,0,0.0
VIS-00984,2026-05-17,A,Mobile,Paid Search,10.53,2,0,0.0
VIS-00985,2026-05-11,A,Desktop,Social,4.34,2,0,0.0
VIS-00986,2026-05-19,A,Mobile,Social,4.17,5,0,0.0
VIS-00987,2026-05-14,A,Desktop,Social,7.11,3,0,0.0
VIS-00988,2026-05-21,A,Desktop,Paid Search,1.58,4,0,0.0
VIS-00989,2026-05-30,A,Mobile,Referral,2.84,7,0,0.0
VIS-00990,2026-05-09,A,Mobile,Organic,6.28,2,0,0.0
VIS-00991,2026-05-22,A,Mobile,Organic,8.04,3,0,0.0
VIS-00992,2026-05-08,A,Desktop,Organic,8.75,6,0,0.0
VIS-00993,2026-05-20,A,Mobile,Paid Search,2.26,7,0,0.0
VIS-00994,2026-05-24,A,Mobile,Organic,2.88,2,0,0.0
VIS-00995,2026-05-20,A,Mobile,Social,0.79,4,0,0.0
VIS-00996,2026-05-10,A,Mobile,Referral,6.6,4,1,48.82
VIS-00997,2026-05-23,A,Desktop,Email,1.4,7,0,0.0
VIS-00998,2026-05-01,A,Desktop,Email,12.26,7,0,0.0
VIS-00999,2026-05-17,A,Mobile,Paid Search,4.29,2,0,0.0
VIS-01000,2026-05-14,A,Desktop,Social,8.25,6,0,0.0
VIS-01001,2026-05-24,A,Mobile,Paid Search,2.61,5,0,0.0
VIS-01002,2026-05-26,A,Desktop,Email,14.03,4,0,0.0
VIS-01003,2026-05-15,A,Mobile,Email,9.16,2,0,0.0
VIS-01004,2026-05-13,A,Mobile,Paid Search,10.45,4,0,0.0
VIS-01005,2026-05-22,A,Mobile,Referral,2.61,2,0,0.0
VIS-01006,2026-05-17,A,Mobile,Social,7.27,8,0,0.0
VIS-01007,2026-05-05,A,Mobile,Referral,1.63,3,0,0.0
VIS-01008,2026-05-28,A,Mobile,Organic,1.04,1,0,0.0
VIS-01009,2026-05-09,A,Mobile,Paid Search,7.51,2,0,0.0
VIS-01010,2026-05-05,A,Mobile,Social,10.49,6,0,0.0
VIS-01011,2026-05-03,A,Desktop,Organic,3.95,4,0,0.0
VIS-01012,2026-05-06,A,Mobile,Paid Search,1.51,2,0,0.0
VIS-01013,2026-05-22,A,Mobile,Email,1.8,2,0,0.0
VIS-01014,2026-05-01,A,Mobile,Referral,6.1,9,0,0.0
VIS-01015,2026-05-26,A,Mobile,Organic,9.88,6,0,0.0
VIS-01016,2026-05-11,A,Desktop,Referral,7.99,3,0,0.0
VIS-01017,2026-05-20,A,Desktop,Referral,3.89,8,0,0.0
VIS-01018,2026-05-04,A,Mobile,Email,1.89,7,0,0.0
VIS-01019,2026-05-18,A,Tablet,Paid Search,3.14,3,0,0.0
VIS-01020,2026-05-18,A,Mobile,Social,5.39,8,0,0.0
VIS-01021,2026-05-09,A,Desktop,Referral,4.68,4,0,0.0
VIS-01022,2026-05-10,A,Desktop,Organic,2.09,2,0,0.0
VIS-01023,2026-05-27,A,Desktop,Referral,5.07,3,0,0.0
VIS-01024,2026-05-03,A,Desktop,Social,3.65,5,0,0.0
VIS-01025,2026-05-07,A,Desktop,Organic,2.96,2,1,48.63
VIS-01026,2026-05-22,A,Desktop,Paid Search,10.12,5,0,0.0
VIS-01027,2026-05-03,A,Desktop,Organic,6.56,1,1,60.2
VIS-01028,2026-05-23,A,Desktop,Social,4.58,3,0,0.0
VIS-01029,2026-05-24,A,Mobile,Referral,2.51,6,0,0.0
VIS-01030,2026-05-28,A,Tablet,Organic,6.84,6,0,0.0
VIS-01031,2026-05-23,A,Mobile,Paid Search,2.8,3,0,0.0
VIS-01032,2026-05-11,A,Desktop,Social,11.98,5,0,0.0
VIS-01033,2026-05-10,A,Desktop,Referral,3.54,4,0,0.0
VIS-01034,2026-05-17,A,Desktop,Referral,5.39,3,1,73.68
VIS-01035,2026-05-16,A,Desktop,Referral,1.18,3,0,0.0
VIS-01036,2026-05-20,A,Tablet,Organic,5.43,3,0,0.0
VIS-01037,2026-05-27,A,Tablet,Paid Search,3.55,5,0,0.0
VIS-01038,2026-05-27,A,Desktop,Paid Search,5.58,6,0,0.0
VIS-01039,2026-05-08,A,Desktop,Social,2.24,4,0,0.0
VIS-01040,2026-05-29,A,Mobile,Organic,2.07,5,1,61.01
VIS-01041,2026-05-21,A,Desktop,Organic,6.71,7,0,0.0
VIS-01042,2026-05-11,A,Desktop,Social,2.65,2,0,0.0
VIS-01043,2026-05-20,A,Tablet,Email,1.01,4,0,0.0
VIS-01044,2026-05-07,A,Mobile,Social,2.72,5,0,0.0
VIS-01045,2026-05-17,A,Mobile,Organic,6.77,6,0,0.0
VIS-01046,2026-05-09,A,Mobile,Social,9.2,3,0,0.0
VIS-01047,2026-05-15,A,Desktop,Organic,2.42,6,0,0.0
VIS-01048,2026-05-08,A,Desktop,Organic,3.08,4,0,0.0
VIS-01049,2026-05-15,A,Mobile,Organic,3.18,5,0,0.0
VIS-01050,2026-05-24,A,Mobile,Organic,2.21,3,0,0.0
VIS-01051,2026-05-02,A,Mobile,Organic,7.44,6,0,0.0
VIS-01052,2026-05-19,A,Desktop,Paid Search,4.78,4,0,0.0
VIS-01053,2026-05-05,A,Mobile,Referral,2.85,4,0,0.0
VIS-01054,2026-05-04,A,Tablet,Organic,6.96,3,0,0.0
VIS-01055,2026-05-24,A,Mobile,Paid Search,2.42,5,0,0.0
VIS-01056,2026-05-19,A,Desktop,Organic,1.68,3,0,0.0
VIS-01057,2026-05-29,A,Mobile,Paid Search,2.1,6,0,0.0
VIS-01058,2026-05-20,A,Mobile,Paid Search,3.54,5,0,0.0
VIS-01059,2026-05-09,A,Mobile,Social,6.46,4,0,0.0
VIS-01060,2026-05-15,A,Mobile,Email,1.37,3,0,0.0
VIS-01061,2026-05-30,A,Mobile,Social,1.36,4,0,0.0
VIS-01062,2026-05-23,A,Mobile,Organic,5.14,2,0,0.0
VIS-01063,2026-05-08,A,Desktop,Social,3.54,2,0,0.0
VIS-01064,2026-05-03,A,Mobile,Organic,5.83,1,0,0.0
VIS-01065,2026-05-16,A,Mobile,Email,7.7,11,1,48.21
VIS-01066,2026-05-21,A,Desktop,Social,7.69,4,0,0.0
VIS-01067,2026-05-01,A,Desktop,Referral,2.96,1,0,0.0
VIS-01068,2026-05-02,A,Mobile,Social,4.55,2,1,44.68
VIS-01069,2026-05-15,A,Desktop,Paid Search,4.35,4,0,0.0
VIS-01070,2026-05-26,A,Desktop,Social,4.36,3,0,0.0
VIS-01071,2026-05-21,A,Desktop,Social,3.25,3,0,0.0
VIS-01072,2026-05-17,A,Mobile,Referral,1.97,4,0,0.0
VIS-01073,2026-05-21,A,Mobile,Referral,4.18,3,0,0.0
VIS-01074,2026-05-26,A,Mobile,Paid Search,10.2,8,0,0.0
VIS-01075,2026-05-08,A,Mobile,Organic,5.18,8,0,0.0
VIS-01076,2026-05-05,A,Mobile,Social,1.42,2,0,0.0
VIS-01077,2026-05-01,A,Desktop,Social,2.65,3,0,0.0
VIS-01078,2026-05-07,A,Desktop,Email,3.94,2,0,0.0
VIS-01079,2026-05-02,A,Mobile,Email,0.91,5,0,0.0
VIS-01080,2026-05-26,A,Desktop,Paid Search,6.37,2,0,0.0
VIS-01081,2026-05-07,A,Desktop,Organic,1.77,5,0,0.0
VIS-01082,2026-05-03,A,Mobile,Paid Search,2.19,4,0,0.0
VIS-01083,2026-05-24,A,Desktop,Referral,3.9,7,0,0.0
VIS-01084,2026-05-10,A,Desktop,Paid Search,1.15,2,0,0.0
VIS-01085,2026-05-21,A,Tablet,Social,6.46,2,0,0.0
VIS-01086,2026-05-24,A,Desktop,Paid Search,1.16,3,0,0.0
VIS-01087,2026-05-23,A,Mobile,Referral,1.98,5,0,0.0
VIS-01088,2026-05-26,A,Mobile,Social,2.89,5,0,0.0
VIS-01089,2026-05-13,A,Mobile,Paid Search,5.69,2,0,0.0
VIS-01090,2026-05-05,A,Mobile,Organic,15.89,2,0,0.0
VIS-01091,2026-05-20,A,Desktop,Organic,1.11,2,0,0.0
VIS-01092,2026-05-02,A,Tablet,Organic,1.63,5,0,0.0
VIS-01093,2026-05-11,A,Mobile,Paid Search,0.65,2,1,35.41
VIS-01094,2026-05-19,A,Desktop,Social,0.74,4,0,0.0
VIS-01095,2026-05-11,A,Desktop,Social,4.05,2,0,0.0
VIS-01096,2026-05-07,A,Tablet,Social,3.71,3,0,0.0
VIS-01097,2026-05-20,A,Desktop,Paid Search,6.54,2,0,0.0
VIS-01098,2026-05-09,A,Desktop,Organic,2.36,2,0,0.0
VIS-01099,2026-05-25,A,Mobile,Social,6.2,6,0,0.0
VIS-01100,2026-05-02,A,Mobile,Organic,8.38,3,0,0.0
VIS-01101,2026-05-07,A,Desktop,Social,3.17,1,1,48.78
VIS-01102,2026-05-11,A,Tablet,Social,6.02,2,0,0.0
VIS-01103,2026-05-28,A,Mobile,Email,3.85,1,0,0.0
VIS-01104,2026-05-25,A,Desktop,Organic,1.64,1,0,0.0
VIS-01105,2026-05-30,A,Desktop,Referral,4.73,5,0,0.0
VIS-01106,2026-05-18,A,Desktop,Social,8.6,6,0,0.0
VIS-01107,2026-05-22,A,Mobile,Organic,2.19,6,0,0.0
VIS-01108,2026-05-01,A,Mobile,Organic,1.54,5,0,0.0
VIS-01109,2026-05-28,A,Mobile,Paid Search,5.48,9,0,0.0
VIS-01110,2026-05-03,A,Mobile,Paid Search,3.59,3,0,0.0
VIS-01111,2026-05-03,A,Mobile,Email,2.71,3,0,0.0
VIS-01112,2026-05-27,A,Mobile,Paid Search,12.63,6,0,0.0
VIS-01113,2026-05-12,A,Mobile,Email,4.83,7,0,0.0
VIS-01114,2026-05-19,A,Desktop,Paid Search,4.7,1,0,0.0
VIS-01115,2026-05-07,A,Desktop,Referral,6.98,6,0,0.0
VIS-01116,2026-05-06,A,Mobile,Organic,3.88,5,0,0.0
VIS-01117,2026-05-20,A,Mobile,Organic,5.31,9,1,52.27
VIS-01118,2026-05-19,A,Mobile,Social,1.27,1,0,0.0
VIS-01119,2026-05-11,A,Desktop,Paid Search,1.57,3,0,0.0
VIS-01120,2026-05-24,A,Desktop,Paid Search,6.71,6,0,0.0
VIS-01121,2026-05-13,A,Mobile,Organic,3.27,9,0,0.0
VIS-01122,2026-05-25,A,Mobile,Paid Search,5.63,4,0,0.0
VIS-01123,2026-05-15,A,Desktop,Paid Search,10.44,5,0,0.0
